src_lang,tgt_lang,src_text,mt_text,ground_truth,ground_truth_classification,prediction,prediction_class,comet_score,ref
spa_Latn,eng_Latn,"Aun cuando podría pensar que lo más lógico es unirse a la compañía aérea con la que más viaja, debe saber que los beneficios ofrecidos suelen ser diferentes y que, a veces, los puntos de viajero pueden otorgarle más beneficios en otra aerolínea de la misma alianza.","Even if you may think that it makes more sense to join the airline with which you travel the most, you should know that the benefits offered are usually different and that sometimes traveler points can give you more benefits at another airline in the same alliance.","Even if you may think that it makes more sense to join the airline with which you travel the most, you should know that the benefits offered are usually different and that sometimes traveler points can give you more benefits at another airline in the same alliance.",1_No_hallucination,"Even if you may think that it makes more sense to join the airline with which you travel the most, you should know that the benefits offered are usually different and that sometimes traveler points can give you more benefits at another airline in the same alliance.",1_No_hallucination,[0.9221439957618713],"Even if you may think that it makes more sense to join the airline with which you travel the most, you should know that the benefits offered are usually different and that sometimes traveler points can give you more benefits at another airline in the same alliance."
eng_Latn,spa_Latn,"At the top end, B&Bs obviously compete mainly on two main things: bedding and breakfast.","En el extremo superior, los B&B obviamente compiten principalmente en dos cosas principales: ropa de cama y desayuno.","En el extremo superior, los B&B obviamente compiten principalmente en dos cosas principales: ropa de cama y desayuno.",1_No_hallucination,"En el extremo superior, los B&B obviamente compiten principalmente en dos cosas principales: ropa de cama y desayuno.",1_No_hallucination,[0.9640064835548401],"En el extremo superior, los B&B obviamente compiten principalmente en dos cosas principales: ropa de cama y desayuno."
eng_Latn,spa_Latn,Student visas generally have different requirements and application procedures from normal tourist or business visas.,Los visados de estudiantes generalmente son diferentes a los de los visados de negocios.,Los visados de estudiantes generalmente son diferentes a los de los visados de negocios.,1_No_hallucination,Los visados de estudiantes generalmente son diferentes a los de los visados de negocios.,1_No_hallucination,[0.9734355807304382],Los visados de estudiantes generalmente son diferentes a los de los visados de negocios.
eng_Latn,spa_Latn,"That means we are able to successfully predict what other humans perceive, intend, believe, know or desire.","Eso significa que somos capaces de predecir con éxito lo que otros humanos perciben, pretenden, creen, saben o desean.","Eso significa que somos capaces de predecir con éxito lo que otros humanos perciben, pretenden, creen, saben o desean.",1_No_hallucination,"Eso significa que somos capaces de predecir con éxito lo que otros humanos perciben, pretenden, creen, saben o desean.",1_No_hallucination,[0.9715107083320618],"Eso significa que somos capaces de predecir con éxito lo que otros humanos perciben, pretenden, creen, saben o desean."
eng_Latn,spa_Latn,"::Also, if it's worth telling, how did your opinion of the FLC process get to where it is?","Además, si es que vale la pena decirlo, ¿cómo es que tu opinión sobre el proceso de FLC llega a este punto?","Además, si es que vale la pena decirlo, ¿cómo es que tu opinión sobre el proceso de FLC llega a este punto?",1_No_hallucination,"Además, si es que vale la pena decirlo, ¿cómo es que tu opinión sobre el proceso de FLC llega a este punto?",1_No_hallucination,[0.9562485814094543],"Además, si es que vale la pena decirlo, ¿cómo es que tu opinión sobre el proceso de FLC llega a este punto?"
eng_Latn,spa_Latn,duhau9fnjsg,de la Comisión.,<<<de la Comisión.>>>,4_Full_hallucination,de la Comisión.,4_Full_hallucination,[0.7623315453529358],<<<de la Comisión.>>>
eng_Latn,spa_Latn,"The storm, situated about 645 miles (1040 km) west of the Cape Verde islands, is likely to dissipate before threatening any land areas, forecasters say.","La tormenta, que se encuentra a unos 10 kilómetros al oeste de las islas de Cabo Verde, es probable que se desvanezca antes de que se produzca una amenaza en el área.","La tormenta, que se encuentra a unos 10 kilómetros al oeste de las islas de Cabo Verde, es probable que se desvanezca antes de que se produzca una amenaza en el área.",1_No_hallucination,"La tormenta, que se encuentra a unos 10 kilómetros al oeste de las islas de Cabo Verde, es probable que se desvanezca antes de que se produzca una amenaza en el área.",1_No_hallucination,[0.9449675679206848],"La tormenta, que se encuentra a unos 10 kilómetros al oeste de las islas de Cabo Verde, es probable que se desvanezca antes de que se produzca una amenaza en el área."
eng_Latn,spa_Latn,"They include financial restrictions and a ban by the European Union on the export of crude oil, from which the Iranian economy receives 80% of its foreign income.","Entre ellas se encuentran las restricciones financieras y la prohibición por parte de la Unión Europea de la exportación de petróleo, de la que se obtiene el 80% de sus ingresos extranjeros.","Entre ellas se encuentran las restricciones financieras y la prohibición por parte de la Unión Europea de la exportación de petróleo, de la que se obtiene el 80% de sus ingresos extranjeros.",1_No_hallucination,"Entre ellas se encuentran las restricciones financieras y la prohibición por parte de la Unión Europea de la exportación de petróleo, de la que se obtiene el 80% de sus ingresos extranjeros.",1_No_hallucination,[0.9551677107810974],"Entre ellas se encuentran las restricciones financieras y la prohibición por parte de la Unión Europea de la exportación de petróleo, de la que se obtiene el 80% de sus ingresos extranjeros."
eng_Latn,spa_Latn,"So if you were standing by the shoreline, you would be able to see down to whatever pebbles or gunk that was on the bottom.","Así que si estuvieras de pie junto a la costa, podrías ver hasta los guijarros o trozos que estuvieran en el fondo.","Así que si estuvieras de pie junto a la costa, podrías ver hasta los guijarros o <<<trozos>>> que estuvieran en el fondo.",2_Small_hallucination,"Así que si estuvieras de pie junto a la costa, podrías ver hasta los guijarros o trozos que estuvieran en el fondo.",2_Small_hallucination,[0.8586141467094421],"Así que si estuvieras de pie junto a la costa, podrías ver hasta los guijarros o <<<trozos>>> que estuvieran en el fondo."
eng_Latn,spa_Latn,"Especially Gogo Dodo, and the Dark Lord Trombonator? - contribs","Especialmente Gogo Dodo, y el Señor Oscuro Trombonador? - contribuciones","Especialmente Gogo Dodo, y el Señor Oscuro Trombonador? - contribuciones",1_No_hallucination,"Especialmente Gogo Dodo, y el Señor Oscuro Trombonador? - contribuciones",1_No_hallucination,[0.9282867312431335],"Especialmente Gogo Dodo, y el Señor Oscuro Trombonador? - contribuciones"
eng_Latn,spa_Latn,Please keep your personal opinions about me to yourself.,"Por favor, mantén tu opinión personal sobre mí.","Por favor, mantén tu opinión personal sobre mí.",1_No_hallucination,"Por favor, mantén tu opinión personal sobre mí.",1_No_hallucination,[0.9803065657615662],"Por favor, mantén tu opinión personal sobre mí."
eng_Latn,spa_Latn,Komen's policy disqualified Planned Parenthood due to a pending investigation on how Planned Parenthood spends and reports its money that is being conducted by Representative Cliff Stearns.,La política de Komen descalificó a Planned Parenthood debido a una investigación pendiente sobre cómo PlannedParenthood gasta y informa su dinero que está siendo llevado a cabo por el representante Cliff Stearns.,La política de Komen descalificó a Planned Parenthood debido a una investigación pendiente sobre cómo PlannedParenthood gasta y informa su dinero que está siendo llevado a cabo por el representante Cliff Stearns.,1_No_hallucination,La política de Komen descalificó a Planned Parenthood debido a una investigación pendiente sobre cómo PlannedParenthood gasta y informa su dinero que está siendo llevado a cabo por el representante Cliff Stearns.,1_No_hallucination,[0.9121225476264954],La política de Komen descalificó a Planned Parenthood debido a una investigación pendiente sobre cómo PlannedParenthood gasta y informa su dinero que está siendo llevado a cabo por el representante Cliff Stearns.
eng_Latn,spa_Latn,If you search for 'Ivy Queen' it comes up.,"Si usted busca a la reina, se le da la vuelta.","Si usted busca a la reina, se le da la vuelta.",1_No_hallucination,"Si usted busca a la reina, se le da la vuelta.",1_No_hallucination,[0.9444873929023743],"Si usted busca a la reina, se le da la vuelta."
eng_Latn,spa_Latn,so-called terrorist associated,"Los llamados ""terroristas"" se encuentran asociados.","Los llamados ""terroristas"" <<<se encuentran>>> asociados.",2_Small_hallucination,"Los llamados ""terroristas"" se encuentran asociados.",2_Small_hallucination,[0.9148864150047302],"Los llamados ""terroristas"" <<<se encuentran>>> asociados."
